Hauptkraftwerk;;;;;;;;Wehr 1;;;;Wehr 2;;;;Wehr 3;;;;Wehr4;;;;;;;;;;;;;
Gesamt Zufluss gemittelt (m3/s);Niv See (m.Å.M.);Durchfluss HKW  (m3/s);Leistung M1 (kW);Leistung M2 (kW);Durchfluss M1;Durchfluss M2;Durchfluss Grundabl.;Niv Wehr 1 (m.Å.M.);Durchfluss Wehr 1  (m3/s);Leistung M1 (kW);Leistung M2 (kW);Niv Wehr 2 (m.Å.M.);Durchfluss Wehr 2  (m3/s);Leistung M1 (kW);Leistung M2 (kW);Niv Wehr 3 (m.Å.M.);Durchfluss Wehr 3  (m3/s);Leistung M1 (kW);Leistung M2 (kW);Niv Wehr 4 (m.Å.M.);Durchfluss Wehr 4  (m3/s);Leistung M1 (kW);Durchfluss Maschine (m3/s);Durchfluss Flachschieber (m3/s);Durchfluss Grundabl. 1 & 2 (m3/s);Pegel H. G. (NullPegel 263,00 m.Å.M);Durchfluss Heiderscheider Grund (m3/s);Gesamt Produktion (kWh);;Strompreis (?/kwh);;Gewinn          (?);Gesamt Gewinn Woche 02-2011
6,959;315,18;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,99;0,1;0;0;270,12;3,8;127;3,8;0;0;50;3,314;31,75;0,01;32,53;0,474544128;1032,83;18071445,26
6,606;315,18;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,99;0;0;0;270,1;3,9;134;3,9;0;0;50;3,314;33,5;0,01;32,53;0,474544128;1089,76;
6,436;315,18;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,98;0;0;0;270,06;3,9;132;3,9;0;0;50;3,314;33;0,01;32,53;0,474544128;1073,49;
6,31;315,18;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,98;0;0;0;270,04;3,9;130;3,9;0;0;50;3,314;32,5;0,01;32,53;0,474544128;1057,23;
6,117;315,19;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,98;0;0;0;270,01;3,9;132;3,9;0;0;50;3,314;33;0,01;20,54;0,299635303;677,82;
6,119;315,18;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,98;3,9;128;3,9;0;0;50;3,314;32;0,01;20,54;0,299635303;657,28;
6,001;315,19;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,95;3,9;128;3,9;0;0;50;3,314;32;0,01;20,54;0,299635303;657,28;
5,883;315,19;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,92;3,9;127;3,9;0;0;50;3,314;31,75;0,01;20,54;0,299635303;652,15;
5,765;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,89;3,9;125;3,9;0;0;50;3,314;31,25;0,01;20,54;0,299635303;641,88;
5,647;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,86;3,9;124;3,9;0;0;50;3,314;31;0,01;20,54;0,299635303;636,74;
5,757;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,84;3,9;122;3,9;0;0;50;3,314;30,5;0,01;20,54;0,299635303;626,47;
5,748;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,8;3,9;123;3,9;0;0;50;3,314;30,75;0,01;20,54;0,299635303;631,61;
5,748;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,78;3,9;121;3,9;0;0;50;3,314;30,25;0,01;15,17;0,221298322;458,89;
5,858;315,19;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,74;3,9;120;3,9;0;0;50;3,314;30;0,01;15,17;0,221298322;455,1;
5,967;315,19;0;0;0;0;0;0;276,33;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,72;3,9;119;3,9;0;0;50;3,314;29,75;0,01;15,17;0,221298322;451,31;
5,959;315,2;0;0;0;0;0;0;276,33;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,69;3,9;117;3,9;0;0;50;3,314;29,25;0,01;15,17;0,221298322;443,72;
5,841;315,2;0;0;0;0;0;0;276,32;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,66;3,9;115;3,9;0;0;50;3,314;28,75;0,01;12,37;0,180452225;355,64;
5,84;315,2;0;0;0;0;0;0;276,32;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,63;3,9;115;3,9;0;0;50;3,314;28,75;0,01;12,37;0,180452225;355,64;
5,832;315,2;0;0;0;0;0;0;276,31;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,6;3,9;115;3,9;0;0;50;3,314;28,75;0,01;12,37;0,180452225;355,64;
5,832;315,2;0;0;0;0;0;0;276,31;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,57;3,9;112;3,9;0;0;50;3,314;28;0,01;12,37;0,180452225;346,36;
6,195;315,21;0;0;0;0;0;0;276,31;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,54;3,9;112;3,9;0;0;50;3,314;28;0,01;12,68;0,184974471;355,04;
6,195;315,21;0;0;0;0;0;0;276,31;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,51;3,9;109;3,9;0;0;50;3,314;27,25;0,01;12,68;0,184974471;345,53;
6,314;315,2;0;0;0;0;0;0;276,3;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,48;3,9;109;3,9;0;0;50;3,314;27,25;0,01;12,68;0,184974471;345,53;
6,196;315,21;0;0;0;0;0;0;276,3;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,46;3,9;107;3,9;0;0;50;3,314;26,75;0,01;12,68;0,184974471;339,19;
6,196;315,21;0;0;0;0;0;0;276,3;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,43;3,9;105;3,9;0;0;50;3,314;26,25;0,01;14,47;0,211086798;379,84;
6,441;315,22;0;0;0;0;0;0;276,3;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,39;4,5;123;4,5;0;0;50;3,314;30,75;0,01;14,47;0,211086798;444,95;
6,323;315,22;0;0;0;0;0;0;276,3;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,36;4,4;122;4,4;0;0;52;3,771;30,5;0,01;14,47;0,211086798;441,34;
6,206;315,22;0;0;0;0;0;0;276,29;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,32;4,4;119;4,4;0;0;51;3,542;29,75;0,01;14,47;0,211086798;430,48;
6,569;315,22;0;0;0;0;0;0;276,29;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,29;4,4;118;4,4;0;0;51;3,542;29,5;0,01;25,58;0,373158279;754,61;
6,569;315,22;0;0;0;0;0;0;276,29;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,26;4,4;116;4,4;0;0;51;3,542;29;0,01;25,58;0,373158279;741,82;
6,57;315,22;0;0;0;0;0;0;276,29;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,23;4,4;114;4,4;0;0;51;3,542;28,5;0,01;25,58;0,373158279;729,03;
6,688;315,22;0;0;0;0;0;0;276,28;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,19;4,4;112;4,4;0;0;51;3,542;28;0,01;25,58;0,373158279;716,24;
6,806;315,22;0;0;0;0;0;0;276,28;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,16;4,4;111;4,4;0;0;51;3,542;27,75;0,01;41,32;0,602771699;1146,63;
6,443;315,23;0;0;0;0;0;0;276,28;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,13;4,4;109;4,4;0;0;51;3,542;27,25;0,01;41,32;0,602771699;1125,97;
6,444;315,23;0;0;0;0;0;0;276,28;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,09;4,5;108;4,5;0;0;51;3,542;27;0,01;41,32;0,602771699;1115,64;
6,326;315,23;0;0;0;0;0;0;276,27;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,06;4,5;107;4,4;0;0;51;3,542;26,75;0,01;41,32;0,602771699;1105,31;
6,69;315,24;0;0;0;0;0;0;276,27;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,03;4,5;105;4,4;0;0;51;3,542;26,25;0,01;51,16;0,746316557;1342,95;
6,69;315,23;0;0;0;0;0;0;276,26;0;0;0;273,64;0,6;0;0;270,98;0;0;0;268,99;4,4;104;4,4;0;0;51;3,542;26;0,01;51,16;0,746316557;1330,16;
6,691;315,24;0;0;0;0;0;0;276,26;0;0;0;273,64;0,6;0;0;270,98;0;0;0;268,96;4,4;102;4,4;0;0;51;3,542;25,5;0,01;51,16;0,746316557;1304,58;
6,809;315,23;0;0;0;0;0;0;276,26;0;0;0;273,64;0,6;0;0;270,98;0;0;0;268,93;4,4;101;4,4;0;0;51;3,542;25,25;0,01;51,16;0,746316557;1291,79;
6,809;315,24;0;0;0;0;0;0;276,26;0;0;130;273,64;0,6;0;0;270,98;0;39;0;268,9;4,4;99;4,4;0;0;51;3,542;67;0,03;51,62;0,753026988;3458,35;
6,626;315,24;14;0;4622;0;14;0;276,31;12,6;107;64;273,64;0,6;0;0;271,05;8,8;141;0;268,87;4,4;102;4,4;0;0;51;3,542;1258,89;0,5;51,62;0,753026988;64984,1;
6,744;315,23;14;0;4619;0;14;0;276,31;11,1;95;62;273,64;0,6;0;0;271,07;16,2;133;0;268,93;4,4;101;4,4;0;0;51;3,542;1252,51;0,5;51,62;0,753026988;64654,76;
6,919;315,23;14;0;4626;0;14;0;276,38;11;98;74;273,64;0,6;0;0;271,07;10,7;126;0;269,03;4,3;105;4,3;0;0;51;3,542;1257,12;0,5;51,62;0,753026988;64892,48;
7,156;315,24;14;0;4616;0;14;0;276,42;12,2;98;89;273,64;0,6;0;0;271,09;11,1;129;0;269,1;4;92;4;0;0;51;3,542;1256,25;0,5;50,83;0,741502553;63855,27;
7,156;315,23;14;0;4599;0;14;0;276,45;12,4;97;91;273,64;0,6;0;0;271,09;12,1;115;0;269,21;3,6;83;3,6;0;0;49;3,084;1246,12;0,5;50,83;0,741502553;63340,52;
7,507;315,23;14;0;4596;0;14;0;276,47;12,8;103;90;273,64;0,6;0;0;271,07;12,8;100;0;269,31;3,5;83;3,4;0;0;48;2,855;1242,85;0,5;50,83;0,741502553;63174,05;
7,857;315,23;14;0;4603;0;14;0;276,47;13,1;105;94;273,64;0,6;0;0;271,06;12,9;82;0;269,41;3,2;80;3,2;0;0;48;2,855;1241,05;0,5;50,83;0,741502553;63082,61;
8,207;315,22;14;0;4603;0;14;0;276,47;13,4;17;29;273,64;0,6;0;0;271,05;12,4;58;0;269,53;3,6;96;3,6;0;0;48;2,855;1200,65;0,48;50,83;0,741502553;61029,07;
8,015;315,22;0;0;0;0;0;0;276,41;0;0;0;273,64;0,6;0;0;271,02;0;0;0;269,65;3,8;111;3,8;0;0;50;3,314;27,75;0,01;50,83;0,741502553;1410,53;
8,132;315,22;0;0;0;0;0;0;276,42;0;0;0;273,64;0,6;0;0;270,98;0;0;0;269,67;4,4;136;4,4;0;0;51;3,542;34;0,01;50,83;0,741502553;1728,22;
7,886;315,22;0;0;0;0;0;0;276,4;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,64;4,4;134;4,4;0;0;52;3,771;33,5;0,01;50,83;0,741502553;1702,81;
7,722;315,22;0;0;0;0;0;0;276,41;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,62;4,4;133;4,4;0;0;52;3,771;33,25;0,01;44,29;0,646097739;1472,64;
7,837;315,22;0;0;0;0;0;0;276,4;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,57;4,4;133;4,4;0;0;52;3,771;33,25;0,01;44,29;0,646097739;1472,64;
7,669;315,23;0;0;0;0;0;0;276,4;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,54;4,4;127;4,4;0;0;52;3,771;31,75;0,01;44,29;0,646097739;1406,21;
7,562;315,23;0;0;0;0;0;0;276,4;0;0;0;273,64;0,6;0;0;270,96;0;0;0;269,5;4,3;122;4,3;0;0;52;3,771;30,5;0,01;44,29;0,646097739;1350,85;
7,762;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;270,96;0;0;0;269,47;4,4;124;4,3;0;0;52;3,771;31;0,01;38,98;0,568636032;1208,38;
7,424;315,23;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,43;4,4;124;4,4;0;0;52;3,771;31;0,01;38,98;0,568636032;1208,38;
7,681;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;270,95;0;0;0;269,4;4,3;117;4,2;0;0;51;3,542;29,25;0,01;38,98;0,568636032;1140,17;
7,346;315,23;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;270,95;0,2;0;0;269,37;4,3;115;4,3;0;0;51;3,542;28,75;0,01;38,98;0,568636032;1120,68;
7,012;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;270,94;0,1;0;0;269,33;4,3;114;4,3;0;0;51;3,542;28,5;0,01;33,32;0,486068563;949,62;
6,678;315,24;0;0;0;0;0;0;276,38;0;0;0;273,64;0,6;0;0;270,94;0,1;0;0;269,31;4,2;112;4,2;0;0;51;3,542;28;0,01;33,32;0,486068563;932,96;
6,626;315,24;0;0;0;0;0;0;276,38;0;0;0;273,64;0,6;0;0;270,93;0,1;0;0;269,28;4,4;115;4,4;0;0;51;3,542;28,75;0,01;33,32;0,486068563;957,95;
6,519;315,24;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,93;0,1;0;0;269,25;4,4;114;4,4;0;0;52;3,771;28,5;0,01;33,32;0,486068563;949,62;
6,519;315,24;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;270,93;0;0;0;269,22;4,4;112;4,4;0;0;51;3,542;28;0,01;40,31;0,588037929;1128,68;
6,413;315,24;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,93;0;0;0;269,18;4,4;110;4,4;0;0;51;3,542;27,5;0,01;40,31;0,588037929;1108,53;
6,307;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,93;0;0;0;269,15;4,3;106;4,3;0;0;51;3,542;26,5;0,01;40,31;0,588037929;1068,22;
6,414;315,24;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,93;0;0;0;269,12;4,3;105;4,3;0;0;51;3,542;26,25;0,01;40,31;0,588037929;1058,14;
6,415;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,92;0;0;0;269,09;4,4;105;4,3;0;0;51;3,542;26,25;0,01;51,91;0,757257476;1362,64;
6,052;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,92;0;0;0;269,05;4,4;104;4,3;0;0;51;3,542;26;0,01;51,91;0,757257476;1349,66;
6,052;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,92;0;0;0;269,03;4,4;103;4,3;0;0;51;3,542;25,75;0,01;51,91;0,757257476;1336,68;
5,689;315,25;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,92;0;0;0;268,99;4,3;100;4,3;0;0;51;3,542;25;0,01;51,91;0,757257476;1297,75;
5,577;315,26;0;0;0;0;0;0;276,35;0;77;73;273,64;0,6;0;0;270,92;0;54;0;268,96;4,3;97;4,3;0;0;51;3,542;75,34;0,03;62,07;0,90547046;4676,18;
5,804;315,26;13,8;0;4590;0;13,8;0;276,35;11,2;99;63;273,64;0,6;0;0;271,04;13;122;0;268,94;3,8;84;3,8;0;0;49;3,084;1239,36;0,5;62,07;0,90547046;76926,78;
5,802;315,25;13,8;0;4570;0;13,8;0;276,39;11,1;102;77;273,64;0,6;0;0;271,04;9,8;122;0;269,02;3,9;89;3,9;0;0;49;3,084;1239,84;0,5;62,07;0,90547046;76957,1;
5,871;315,25;13,8;0;4560;0;13,8;0;276,43;12,2;97;88;273,64;0,6;0;0;271,05;11,6;124;0;269,09;3,7;84;3,7;0;0;49;3,084;1238,29;0,5;62,07;0,90547046;76860,93;
6,224;315,25;13,8;0;4557;0;13,8;0;276,45;12,5;97;91;273,64;0,6;0;0;271,04;12,3;111;0;269,17;3,5;81;3,5;0;0;49;3,084;1234,26;0,49;62;0,904449307;76524,05;
6,146;315,24;13,8;0;4567;0;13,8;0;276,47;12,6;102;92;273,64;0,6;0;0;271,05;12,7;96;0;269,31;3,4;79;3,3;0;0;48;2,855;1234,04;0,49;62;0,904449307;76510,76;
6,118;315,24;13,8;0;4554;0;13,8;0;276,47;13;102;97;273,64;0,6;0;0;271,06;11,5;85;0;269,39;3,2;78;3,2;0;0;48;2,855;1229,03;0,49;62;0,904449307;76199,66;
6,093;315,24;13,8;0;4560;0;13,8;0;276,47;13,4;106;96;273,64;0,6;0;0;271,07;11,3;69;0;269,53;3;78;3;0;0;48;2,855;1227,19;0,49;62;0,904449307;76085,81;
6,324;315,24;13,8;0;4554;0;13,8;0;276,46;13,6;106;96;273,64;0,6;0;0;271,07;10,9;50;0;269,62;2,9;74;2,9;0;0;48;2,855;1219,94;0,49;57,93;0,845076586;70671,38;
6,3;315,23;13,8;0;4570;0;13,8;0;276,46;13,4;105;96;273,64;0,6;0;0;271,04;11,3;15;0;269,76;2,7;64;2,6;0;0;45;2,168;1212,55;0,49;57,93;0,845076586;70243,1;
6,28;315,23;13,8;0;4563;0;13,8;0;276,45;13,3;103;97;273,64;0,6;0;0;271,07;11,2;0;0;269,85;2,8;75;2,8;0;0;45;2,168;1209,54;0,48;57,93;0,845076586;70068,54;
6,623;315,23;13,8;0;4573;0;13,8;0;276,45;13,3;102;99;273,64;0,6;0;0;271,1;12;0;0;269,97;2,8;75;2,8;0;0;45;2,168;1212,19;0,48;57,93;0,845076586;70222,4;
6,966;315,23;13,8;0;4554;0;13,8;0;276,45;13,2;17;18;273,64;0,6;0;0;271,11;12,4;0;0;270,05;2,8;80;2,8;0;0;46;2,398;1167,16;0,47;48,09;0,701531729;56128,95;
6,971;315,23;0;0;0;0;0;0;276,4;0;0;0;273,64;0,6;0;0;271,06;0,8;0;0;270,17;3,1;99;3,1;0;0;47;2,627;24,75;0,01;48,09;0,701531729;1190,23;
6,859;315,23;0;0;0;0;0;0;276,42;0;0;0;273,64;0,6;0;0;271,03;0;0;0;270,17;3,4;111;3,4;0;0;49;3,084;27,75;0,01;48,09;0,701531729;1334,5;
7,033;315,23;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;271,02;0;0;0;270,16;3,8;128;3,8;0;0;50;3,314;32;0,01;48,09;0,701531729;1538,88;
6,865;315,23;0;0;0;0;0;0;276,41;0;0;0;273,64;0,6;0;0;271,03;0;0;0;270,12;3,8;127;3,8;0;0;50;3,314;31,75;0,01;55,49;0,80948213;1761,81;
6,718;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;271,03;0;0;0;270,09;3,8;124;3,7;0;0;50;3,314;31;0,01;55,49;0,80948213;1720,19;
6,581;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;271,03;0;0;0;270,07;3,8;128;3,8;0;0;50;3,314;32;0,01;55,49;0,80948213;1775,68;
6,626;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;271,03;0,2;0;0;270,03;3,9;131;3,9;0;0;50;3,314;32,75;0,01;55,49;0,80948213;1817,3;
6,668;315,24;0;0;0;0;0;0;276,39;0;0;0;273,64;0,6;0;0;271,02;0,2;0;0;270,01;3,9;130;3,9;0;0;50;3,314;32,5;0,01;48,93;0,713785558;1590,23;
6,357;315,24;0;0;0;0;0;0;276,38;0;0;0;273,64;0,6;0;0;271,01;0,1;0;0;269,98;4;131;4;0;0;50;3,314;32,75;0,01;48,93;0,713785558;1602,46;
6,398;315,24;0;0;0;0;0;0;276,38;0;0;0;273,64;0,6;0;0;271,01;0,1;0;0;269,96;4;133;4;0;0;50;3,314;33,25;0,01;48,93;0,713785558;1626,92;
6,52;315,24;0;0;0;0;0;0;276,38;0;0;0;273,64;0,6;0;0;271;0,1;0;0;269,92;4;129;4;0;0;50;3,314;32,25;0,01;48,93;0,713785558;1577,99;
6,286;315,24;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;271;0;0;0;269,9;4,1;131;4,1;0;0;50;3,314;32,75;0,01;42,46;0,619401896;1390,57;
6,051;315,24;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;271;0;0;0;269,86;3,9;125;3,9;0;0;50;3,314;31,25;0,01;42,46;0,619401896;1326,88;
5,99;315,24;0;0;0;0;0;0;276,37;0;0;0;273,64;0,6;0;0;271;0;0;0;269,84;4;127;4;0;0;50;3,314;31,75;0,01;42,46;0,619401896;1348,11;
6,018;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,81;4,1;128;4,1;0;0;50;3,314;32;0,01;42,46;0,619401896;1358,72;
5,863;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,78;4,1;126;4,1;0;0;50;3,314;31,5;0,01;31,38;0,457768053;988,47;
5,88;315,25;0;0;0;0;0;0;276,36;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,75;4,1;126;4,1;0;0;50;3,314;31,5;0,01;31,38;0,457768053;988,47;
5,708;315,25;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,72;4,2;128;4,2;0;0;50;3,314;32;0,01;31,38;0,457768053;1004,16;
5,708;315,25;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,68;4,2;127;4,2;0;0;51;3,542;31,75;0,01;31,38;0,457768053;996,32;
5,708;315,25;0;0;0;0;0;0;276,35;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,66;4,2;126;4,2;0;0;51;3,542;31,5;0,01;22,89;0,333916849;721,04;
5,708;315,26;0;0;0;0;0;0;276,34;0;0;0;273,64;0,6;0;0;270,99;0;0;0;269,62;4,2;123;4,2;0;0;51;3,542;30,75;0,01;22,89;0,333916849;703,87;
5,709;315,26;0;0;0;0;0;0;276,33;0;0;0;273,64;0,6;0;0;271;0;0;0;269,6;4,2;121;4,2;0;0;51;3,542;30,25;0,01;22,89;0,333916849;692,42;
5,709;315,26;0;0;0;0;0;0;276,33;0;0;0;273,64;0,6;0;0;271;0;0;0;269,56;4,2;121;4,2;0;0;51;3,542;30,25;0,01;22,89;0,333916849;692,42;
5,989;315,27;0;0;0;0;0;0;276,33;0;0;0;273,64;0,6;0;0;271;0;0;0;269,53;4,3;122;4,3;0;0;51;3,542;30,5;0,01;19,18;0,27979577;584,99;
